19,2462,1
19,2659,1
19,2427,1
19,2379,1
19,2559,1
19,2453,1
19,2410,1
19,2387,1
19,2516,1
19,2376,1
19,2526,1
19,2440,1
19,2449,1
19,2431,1
19,2632,1
19,2387,1
19,2396,1
19,2575,1
19,2450,1
19,2427,1
20,2494,2
20,2559,2
20,2496,2
20,2691,2
20,2510,2
20,2616,2
20,2515,2
20,2630,2
20,2510,2
20,2647,2
20,2471,2
20,2656,2
20,2628,2
20,2505,2
20,2505,2
20,2738,2
20,2427,2
20,2627,2
20,2674,2
20,2536,2
21,2634,4
21,2705,4
21,2655,4
21,4259,4
21,2505,4
21,2645,4
21,2826,4
21,2623,4
21,3632,4
21,2690,4
21,2609,4
21,2734,4
21,2578,4
21,2734,4
21,2654,4
21,4207,4
21,2798,4
21,2787,4
21,3244,4
21,2699,4
22,4130,8
22,4097,8
22,5033,8
22,4089,8
22,4332,8
22,3564,8
22,3848,8
22,3802,8
22,3565,8
22,3088,8
22,4200,8
22,2989,8
22,4368,8
22,3698,8
22,4582,8
22,3798,8
22,4286,8
22,3305,8
22,4226,8
22,3772,8
23,4859,16
23,4840,16
23,4839,16
23,4878,16
23,4745,16
23,5019,16
23,4873,16
23,4948,16
23,4884,16
23,4837,16
23,5019,16
23,17547,16
23,4752,16
23,4939,16
23,4918,16
23,4867,16
23,5151,16
23,5893,16
23,4829,16
23,4962,16
