22,15521,1
22,15490,1
22,16692,1
22,16854,1
22,15873,1
22,15478,1
22,15655,1
22,15489,1
22,15800,1
22,15909,1
22,15802,1
22,15502,1
22,15537,1
22,16777,1
22,15539,1
22,16625,1
22,16611,1
22,15505,1
22,15705,1
22,15666,1
22,8734,2
22,9190,2
22,8821,2
22,8782,2
22,8817,2
22,9454,2
22,10270,2
22,8575,2
22,9047,2
22,8750,2
22,8815,2
22,9003,2
22,10152,2
22,8719,2
22,9531,2
22,9493,2
22,8884,2
22,9460,2
22,8844,2
22,9417,2
22,5049,4
22,6024,4
22,4711,4
22,5971,4
22,4862,4
22,5352,4
22,9239,4
22,4662,4
22,5535,4
22,6117,4
22,4718,4
22,6312,4
22,5728,4
22,4879,4
22,8163,4
22,8174,4
22,5257,4
22,6868,4
22,5604,4
22,5275,4
22,4514,8
22,4737,8
22,3529,8
22,4636,8
22,4281,8
22,3433,8
22,3258,8
22,4093,8
22,3886,8
22,3995,8
22,4076,8
22,3611,8
22,4393,8
22,3238,8
22,4331,8
22,4347,8
22,4692,8
22,3945,8
22,4597,8
22,4010,8
22,2702,16
22,2674,16
22,2684,16
22,2710,16
22,2670,16
22,2667,16
22,2683,16
22,2685,16
22,2731,16
22,2660,16
22,7152,16
22,2696,16
22,2748,16
22,2640,16
22,2746,16
22,2730,16
22,2676,16
22,2694,16
22,2631,16
22,2766,16
